ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
231361,J. Gnagnon,20,https://cdn.sofifa.org/48/18/players/231361.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,76,84,Stade Rennais FC,https://cdn.sofifa.org/24/18/teams/74.png,€10M,€19K,1586
137410,D. Gastaldello,34,https://cdn.sofifa.org/48/18/players/137410.png,Italy,https://cdn.sofifa.org/flags/27.png,76,76,Brescia,https://cdn.sofifa.org/24/18/teams/190.png,€2.3M,€6K,1560
159938,R. Bistama,29,https://cdn.sofifa.org/48/18/players/159938.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,Universidad Católica,https://cdn.sofifa.org/24/18/teams/110975.png,€6M,€9K,1748
187075,D. Moreno,31,https://cdn.sofifa.org/48/18/players/187075.png,Colombia,https://cdn.sofifa.org/flags/56.png,76,76,Atletico Nacional Medellin,https://cdn.sofifa.org/24/18/teams/101100.png,€7M,€28K,1897
210372,R. Ghezzal,25,https://cdn.sofifa.org/48/18/players/210372.png,Algeria,https://cdn.sofifa.org/flags/97.png,76,79,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€9.5M,€38K,1858
192708,Carlos Eduardo,27,https://cdn.sofifa.org/48/18/players/192708.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Al Hilal,https://cdn.sofifa.org/24/18/teams/605.png,€8M,€47K,1976
193476,R. Cabella,27,https://cdn.sofifa.org/48/18/players/193476.png,France,https://cdn.sofifa.org/flags/18.png,76,76,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,€8M,€32K,1929
221639,Mariano,23,https://cdn.sofifa.org/48/18/players/221639.png,Dominican Republic,https://cdn.sofifa.org/flags/207.png,76,82,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,€10.5M,€59K,1870
190919,F. Montero,29,https://cdn.sofifa.org/48/18/players/190919.png,Colombia,https://cdn.sofifa.org/flags/56.png,76,76,Vancouver Whitecaps FC,https://cdn.sofifa.org/24/18/teams/101112.png,€7.5M,€12K,1965
204233,C. Musonda,20,https://cdn.sofifa.org/48/18/players/204233.png,Belgium,https://cdn.sofifa.org/flags/7.png,76,85,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€12M,€80K,1712
146377,Cejudo,33,https://cdn.sofifa.org/48/18/players/146377.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Western Sydney Wanderers,https://cdn.sofifa.org/24/18/teams/112427.png,€4.7M,€13K,1943
186569,S. Ulreich,28,https://cdn.sofifa.org/48/18/players/186569.png,Germany,https://cdn.sofifa.org/flags/21.png,76,76,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,€5.5M,€68K,1074
209610,J. Vázquez,29,https://cdn.sofifa.org/48/18/players/209610.png,Mexico,https://cdn.sofifa.org/flags/83.png,76,76,Guadalajara,https://cdn.sofifa.org/24/18/teams/1880.png,€6M,€55K,1969
135883,S. Francis,32,https://cdn.sofifa.org/48/18/players/135883.png,England,https://cdn.sofifa.org/flags/14.png,76,76,Bournemouth,https://cdn.sofifa.org/24/18/teams/1943.png,€4.4M,€61K,1828
230347,Welington Dano,29,https://cdn.sofifa.org/48/18/players/230347.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Fluminense Football Club,https://cdn.sofifa.org/24/18/teams/567.png,€6M,€40K,1988
233419,Raphinha,20,https://cdn.sofifa.org/48/18/players/233419.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,84,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€11.5M,€11K,1841
162508,O. Kucher,34,https://cdn.sofifa.org/48/18/players/162508.png,Ukraine,https://cdn.sofifa.org/flags/49.png,76,76,Kayserispor,https://cdn.sofifa.org/24/18/teams/101020.png,€2.3M,€17K,1747
198861,N. Mendy,25,https://cdn.sofifa.org/48/18/players/198861.png,France,https://cdn.sofifa.org/flags/18.png,76,80,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€8.5M,€59K,1992
203213,Rodrigo Moledo,29,https://cdn.sofifa.org/48/18/players/203213.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,€6M,€1K,1619
210126,H. Kiyotake,27,https://cdn.sofifa.org/48/18/players/210126.png,Japan,https://cdn.sofifa.org/flags/163.png,76,77,Cerezo Osaka,https://cdn.sofifa.org/24/18/teams/101148.png,€9M,€9K,1897
226766,Daniel Podence,21,https://cdn.sofifa.org/48/18/players/226766.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,84,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€11.5M,€16K,1807
223695,E. Şen,28,https://cdn.sofifa.org/48/18/players/223695.png,Belgium,https://cdn.sofifa.org/flags/7.png,76,76,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€6M,€12K,2027
159952,L. Villasoel,25,https://cdn.sofifa.org/48/18/players/159952.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,Colo-Colo,https://cdn.sofifa.org/24/18/teams/110980.png,€7M,€8K,1782
199633,M. Lowton,28,https://cdn.sofifa.org/48/18/players/199633.png,England,https://cdn.sofifa.org/flags/14.png,76,76,Burnley,https://cdn.sofifa.org/24/18/teams/1796.png,€6M,€55K,1999
3281,Tarantini,33,https://cdn.sofifa.org/48/18/players/3281.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€4.5M,€12K,1970
210897,C. Mbemba,22,https://cdn.sofifa.org/48/18/players/210897.png,DR Congo,https://cdn.sofifa.org/flags/110.png,76,82,Newcastle United,https://cdn.sofifa.org/24/18/teams/13.png,€9M,€54K,1799
231633,I. Diop,20,https://cdn.sofifa.org/48/18/players/231633.png,France,https://cdn.sofifa.org/flags/18.png,76,87,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,€11.5M,€23K,1613
159954,D. Labran,33,https://cdn.sofifa.org/48/18/players/159954.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,Universidad de Chile,https://cdn.sofifa.org/24/18/teams/15029.png,€3.1M,€15K,1987
201939,C. Piccini,24,https://cdn.sofifa.org/48/18/players/201939.png,Italy,https://cdn.sofifa.org/flags/27.png,76,82,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€9M,€15K,1794
189908,L. Skorupski,26,https://cdn.sofifa.org/48/18/players/189908.png,Poland,https://cdn.sofifa.org/flags/37.png,76,79,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€6.5M,€46K,1140
192725,M. Le Marchand,27,https://cdn.sofifa.org/48/18/players/192725.png,France,https://cdn.sofifa.org/flags/18.png,76,79,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€8M,€33K,1821
199383,T. Klose,29,https://cdn.sofifa.org/48/18/players/199383.png,Switzerland,https://cdn.sofifa.org/flags/47.png,76,76,Norwich City,https://cdn.sofifa.org/24/18/teams/1792.png,€6M,€40K,1596
197081,A. Regattin,25,https://cdn.sofifa.org/48/18/players/197081.png,Morocco,https://cdn.sofifa.org/flags/129.png,76,77,Osmanlıspor,https://cdn.sofifa.org/24/18/teams/112958.png,€9M,€21K,2058
229593,M. Pjaca,22,https://cdn.sofifa.org/48/18/players/229593.png,Croatia,https://cdn.sofifa.org/flags/10.png,76,86,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€12.5M,€89K,1892
5594,R. Vercoutre,37,https://cdn.sofifa.org/48/18/players/5594.png,France,https://cdn.sofifa.org/flags/18.png,76,76,SM Caen,https://cdn.sofifa.org/24/18/teams/210.png,€525K,€13K,1086
212442,José Sá,24,https://cdn.sofifa.org/48/18/players/212442.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,82,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€7.5M,€10K,1179
216796,F. Cartabia,24,https://cdn.sofifa.org/48/18/players/216796.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,81,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,€10.5M,€23K,1883
7647,D. Dainelli,38,https://cdn.sofifa.org/48/18/players/7647.png,Italy,https://cdn.sofifa.org/flags/27.png,76,76,Chievo Verona,https://cdn.sofifa.org/24/18/teams/192.png,€1M,€14K,1438
199393,N. Pallois,29,https://cdn.sofifa.org/48/18/players/199393.png,France,https://cdn.sofifa.org/flags/18.png,76,76,FC Nantes,https://cdn.sofifa.org/24/18/teams/71.png,€6M,€26K,1760
159970,R. Lafrentz,29,https://cdn.sofifa.org/48/18/players/159970.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,Universidad de Chile,https://cdn.sofifa.org/24/18/teams/15029.png,€6M,€15K,1958
228579,B. Henrichs,20,https://cdn.sofifa.org/48/18/players/228579.png,Germany,https://cdn.sofifa.org/flags/21.png,76,86,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,€11M,€36K,1947
199652,D. Praet,23,https://cdn.sofifa.org/48/18/players/199652.png,Belgium,https://cdn.sofifa.org/flags/7.png,76,81,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,€10.5M,€34K,1968
163301,J. Orozco,31,https://cdn.sofifa.org/48/18/players/163301.png,Mexico,https://cdn.sofifa.org/flags/83.png,76,76,Santos Laguna,https://cdn.sofifa.org/24/18/teams/110144.png,€4.7M,€19K,1380
158438,Gelson Fernandes,30,https://cdn.sofifa.org/48/18/players/158438.png,Switzerland,https://cdn.sofifa.org/flags/47.png,76,76,Eintracht Frankfurt,https://cdn.sofifa.org/24/18/teams/1824.png,€5.5M,€29K,1943
194022,André Almeida,26,https://cdn.sofifa.org/48/18/players/194022.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,77,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€7.5M,€13K,1950
208615,C. Jullien,24,https://cdn.sofifa.org/48/18/players/208615.png,France,https://cdn.sofifa.org/flags/18.png,76,80,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,€8.5M,€26K,1672
175847,Baiano,30,https://cdn.sofifa.org/48/18/players/175847.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Rayo Vallecano,https://cdn.sofifa.org/24/18/teams/480.png,€5.5M,€13K,1970
208104,Matheus,24,https://cdn.sofifa.org/48/18/players/208104.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,81,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€7.5M,€9K,1183
212456,A. Hurtado,30,https://cdn.sofifa.org/48/18/players/212456.png,Colombia,https://cdn.sofifa.org/flags/56.png,76,76,Monterrey,https://cdn.sofifa.org/24/18/teams/1032.png,€7.5M,€63K,1994
196073,E. Paredes,36,https://cdn.sofifa.org/48/18/players/196073.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,,https://cdn.sofifa.org/flags/55.png,€0,€0,1875
206058,M. De Sciglio,24,https://cdn.sofifa.org/48/18/players/206058.png,Italy,https://cdn.sofifa.org/flags/27.png,76,81,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€8.5M,€73K,1894
219626,J. Gómez,23,https://cdn.sofifa.org/48/18/players/219626.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,82,Club Atlético Lanús,https://cdn.sofifa.org/24/18/teams/110395.png,€9M,€16K,1910
173546,J. Tomkins,28,https://cdn.sofifa.org/48/18/players/173546.png,England,https://cdn.sofifa.org/flags/14.png,76,77,Crystal Palace,https://cdn.sofifa.org/24/18/teams/1799.png,€7M,€55K,1614
148203,Z. Karčemarskas,34,https://cdn.sofifa.org/48/18/players/148203.png,Lithuania,https://cdn.sofifa.org/flags/30.png,76,76,Osmanlıspor,https://cdn.sofifa.org/24/18/teams/112958.png,€3.1M,€16K,1127
230379,Vieirundinho,29,https://cdn.sofifa.org/48/18/players/230379.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Grêmio Foot-Ball Porto Alegrense,https://cdn.sofifa.org/24/18/teams/1629.png,€6M,€26K,1643
235243,M. de Ligt,17,https://cdn.sofifa.org/48/18/players/235243.png,Netherlands,https://cdn.sofifa.org/flags/34.png,76,89,Ajax,https://cdn.sofifa.org/24/18/teams/245.png,€11.5M,€7K,1854
202476,Javi Espinosa,24,https://cdn.sofifa.org/48/18/players/202476.png,Spain,https://cdn.sofifa.org/flags/45.png,76,81,Granada CF,https://cdn.sofifa.org/24/18/teams/110832.png,€10.5M,€23K,1928
208620,Omar Mascarell,24,https://cdn.sofifa.org/48/18/players/208620.png,Spain,https://cdn.sofifa.org/flags/45.png,76,81,Eintracht Frankfurt,https://cdn.sofifa.org/24/18/teams/1824.png,€8.5M,€25K,1969
214766,C. Izquierdoz,28,https://cdn.sofifa.org/48/18/players/214766.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,77,Santos Laguna,https://cdn.sofifa.org/24/18/teams/110144.png,€7M,€25K,1612
188654,T. Heurtaux,28,https://cdn.sofifa.org/48/18/players/188654.png,France,https://cdn.sofifa.org/flags/18.png,76,76,Hellas Verona,https://cdn.sofifa.org/24/18/teams/206.png,€6M,€30K,1690
199151,J. Iturbe,24,https://cdn.sofifa.org/48/18/players/199151.png,Paraguay,https://cdn.sofifa.org/flags/58.png,76,78,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,€9.5M,€59K,1832
216816,G. Simeone,21,https://cdn.sofifa.org/48/18/players/216816.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,86,Fiorentina,https://cdn.sofifa.org/24/18/teams/110374.png,€12.5M,€54K,1800
179696,E. Insúa,28,https://cdn.sofifa.org/48/18/players/179696.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,76,VfB Stuttgart,https://cdn.sofifa.org/24/18/teams/36.png,€6M,€28K,2064
198129,C. Ortíz,28,https://cdn.sofifa.org/48/18/players/198129.png,Paraguay,https://cdn.sofifa.org/flags/58.png,76,77,Monterrey,https://cdn.sofifa.org/24/18/teams/1032.png,€7M,€55K,1928
179954,T. Kraft,28,https://cdn.sofifa.org/48/18/players/179954.png,Germany,https://cdn.sofifa.org/flags/21.png,76,76,Hertha BSC Berlin,https://cdn.sofifa.org/24/18/teams/166.png,€5.5M,€25K,1174
199412,Sebá,25,https://cdn.sofifa.org/48/18/players/199412.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,78,Olympiakos CFP,https://cdn.sofifa.org/24/18/teams/280.png,€9.5M,€1K,1967
212212,D. Kohr,23,https://cdn.sofifa.org/48/18/players/212212.png,Germany,https://cdn.sofifa.org/flags/21.png,76,81,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,€8.5M,€41K,1891
170231,M. Compper,32,https://cdn.sofifa.org/48/18/players/170231.png,Germany,https://cdn.sofifa.org/flags/21.png,76,76,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,€4.4M,€55K,1672
198648,B. Natcho,29,https://cdn.sofifa.org/48/18/players/198648.png,Israel,https://cdn.sofifa.org/flags/26.png,76,76,CSKA Moscow,https://cdn.sofifa.org/24/18/teams/315.png,€6M,€46K,2083
199416,Ibai Gómez,27,https://cdn.sofifa.org/48/18/players/199416.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Deportivo Alavés,https://cdn.sofifa.org/24/18/teams/463.png,€8M,€28K,2015
187896,Wanderson,31,https://cdn.sofifa.org/48/18/players/187896.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,€7M,€42K,1850
189945,Y. Ravet,27,https://cdn.sofifa.org/48/18/players/189945.png,France,https://cdn.sofifa.org/flags/18.png,76,76,SC Freiburg,https://cdn.sofifa.org/24/18/teams/25.png,€8M,€29K,1867
204538,R. Ruidíaz,26,https://cdn.sofifa.org/48/18/players/204538.png,Peru,https://cdn.sofifa.org/flags/59.png,76,77,Monarcas Morelia,https://cdn.sofifa.org/24/18/teams/1028.png,€9M,€16K,1857
193786,F. Bardi,25,https://cdn.sofifa.org/48/18/players/193786.png,Italy,https://cdn.sofifa.org/flags/27.png,76,79,Frosinone,https://cdn.sofifa.org/24/18/teams/111657.png,€7M,€43K,1129
222715,Otávio,23,https://cdn.sofifa.org/48/18/players/222715.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,82,Girondins de Bordeaux,https://cdn.sofifa.org/24/18/teams/59.png,€9M,€35K,1912
172283,Carlos Martínez,31,https://cdn.sofifa.org/48/18/players/172283.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€5M,€28K,1802
156412,J. Corona,36,https://cdn.sofifa.org/48/18/players/156412.png,Mexico,https://cdn.sofifa.org/flags/83.png,76,76,Cruz Azul,https://cdn.sofifa.org/24/18/teams/1878.png,€1M,€17K,1159
187132,C. Zambrano,27,https://cdn.sofifa.org/48/18/players/187132.png,Peru,https://cdn.sofifa.org/flags/59.png,76,78,PAOK Thessaloniki,https://cdn.sofifa.org/24/18/teams/393.png,€7.5M,€1K,1808
197117,I. Fetfatzidis,26,https://cdn.sofifa.org/48/18/players/197117.png,Greece,https://cdn.sofifa.org/flags/22.png,76,77,Al Ahli,https://cdn.sofifa.org/24/18/teams/112387.png,€9M,€43K,1785
202493,Aleix Vidal,27,https://cdn.sofifa.org/48/18/players/202493.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€6.5M,€120K,2037
217085,V. García,23,https://cdn.sofifa.org/48/18/players/217085.png,Venezuela,https://cdn.sofifa.org/flags/61.png,76,82,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€9M,€11K,1847
177149,B. Jokič,31,https://cdn.sofifa.org/48/18/players/177149.png,Slovenia,https://cdn.sofifa.org/flags/44.png,76,76,FC Ufa,https://cdn.sofifa.org/24/18/teams/110822.png,€5M,€29K,1991
205566,Alberto Moreno,24,https://cdn.sofifa.org/48/18/players/205566.png,Spain,https://cdn.sofifa.org/flags/45.png,76,79,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€8M,€76K,2028
220414,Diego Rico,24,https://cdn.sofifa.org/48/18/players/220414.png,Spain,https://cdn.sofifa.org/flags/45.png,76,81,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,€8.5M,€22K,1976
176894,Mossoró,33,https://cdn.sofifa.org/48/18/players/176894.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,İstanbul Başakşehir FK,https://cdn.sofifa.org/24/18/teams/101014.png,€4.7M,€29K,1974
192766,Marc Muniesa,25,https://cdn.sofifa.org/48/18/players/192766.png,Spain,https://cdn.sofifa.org/flags/45.png,76,82,Girona CF,https://cdn.sofifa.org/24/18/teams/110062.png,€9M,€59K,1825
198143,Samu Saiz,26,https://cdn.sofifa.org/48/18/players/198143.png,Spain,https://cdn.sofifa.org/flags/45.png,76,79,Leeds United,https://cdn.sofifa.org/24/18/teams/8.png,€9.5M,€40K,1819
768,Felipe,32,https://cdn.sofifa.org/48/18/players/768.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Ferrara (SPAL),https://cdn.sofifa.org/24/18/teams/112791.png,€3.8M,€14K,1553
216320,S. Fofana,22,https://cdn.sofifa.org/48/18/players/216320.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,75,86,Udinese,https://cdn.sofifa.org/24/18/teams/55.png,€11M,€23K,1942
212225,E. Roco,24,https://cdn.sofifa.org/48/18/players/212225.png,Chile,https://cdn.sofifa.org/flags/55.png,75,78,Cruz Azul,https://cdn.sofifa.org/24/18/teams/1878.png,€7M,€23K,1636
197890,Arribas,28,https://cdn.sofifa.org/48/18/players/197890.png,Spain,https://cdn.sofifa.org/flags/45.png,75,77,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,€6.5M,€22K,1620
215042,G. Lezcano,30,https://cdn.sofifa.org/48/18/players/215042.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Monarcas Morelia,https://cdn.sofifa.org/24/18/teams/1028.png,€6.5M,€13K,1875
179972,E. Derdiyok,29,https://cdn.sofifa.org/48/18/players/179972.png,Switzerland,https://cdn.sofifa.org/flags/47.png,75,75,Galatasaray SK,https://cdn.sofifa.org/24/18/teams/325.png,€6.5M,€56K,1705
209669,D. Siovas,28,https://cdn.sofifa.org/48/18/players/209669.png,Greece,https://cdn.sofifa.org/flags/22.png,75,75,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,€5.5M,€22K,1702
217605,L. Lerager,23,https://cdn.sofifa.org/48/18/players/217605.png,Denmark,https://cdn.sofifa.org/flags/13.png,75,80,Girondins de Bordeaux,https://cdn.sofifa.org/24/18/teams/59.png,€9M,€33K,1945
189701,Lombán,30,https://cdn.sofifa.org/48/18/players/189701.png,Spain,https://cdn.sofifa.org/flags/45.png,75,75,SD Eibar,https://cdn.sofifa.org/24/18/teams/467.png,€4.9M,€18K,1809
172294,Mikel Gonzalez,31,https://cdn.sofifa.org/48/18/players/172294.png,Spain,https://cdn.sofifa.org/flags/45.png,75,75,Real Zaragoza,https://cdn.sofifa.org/24/18/teams/244.png,€4.5M,€11K,1591
219911,T. Hlatshwayo,27,https://cdn.sofifa.org/48/18/players/219911.png,South Africa,https://cdn.sofifa.org/flags/140.png,75,77,,https://cdn.sofifa.org/flags/140.png,€0,€0,1481
146952,Iván Cuéllar,33,https://cdn.sofifa.org/48/18/players/146952.png,Spain,https://cdn.sofifa.org/flags/45.png,75,75,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,€3.4M,€17K,1225
230408,Fabrio Farinha,25,https://cdn.sofifa.org/48/18/players/230408.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Sociedade Esportiva Palmeiras,https://cdn.sofifa.org/24/18/teams/383.png,€7M,€31K,1870
172553,J. Lössl,28,https://cdn.sofifa.org/48/18/players/172553.png,Denmark,https://cdn.sofifa.org/flags/13.png,75,76,Huddersfield Town,https://cdn.sofifa.org/24/18/teams/1939.png,€5.5M,€21K,1070
204555,R. Álvarez,29,https://cdn.sofifa.org/48/18/players/204555.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,€6.5M,€34K,1979
212491,A. Masuaku,23,https://cdn.sofifa.org/48/18/players/212491.png,DR Congo,https://cdn.sofifa.org/flags/110.png,75,81,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,€7.5M,€60K,2016
163083,Rolando,31,https://cdn.sofifa.org/48/18/players/163083.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€4.5M,€25K,1636
174859,Fran Rico,29,https://cdn.sofifa.org/48/18/players/174859.png,Spain,https://cdn.sofifa.org/flags/45.png,75,75,SD Eibar,https://cdn.sofifa.org/24/18/teams/467.png,€5M,€11K,1979
189196,Caiuby,28,https://cdn.sofifa.org/48/18/players/189196.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,FC Augsburg,https://cdn.sofifa.org/24/18/teams/100409.png,€6.5M,€25K,1890
208141,Gabriel,23,https://cdn.sofifa.org/48/18/players/208141.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,81,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,€9M,€20K,2013
189709,Alcalá,28,https://cdn.sofifa.org/48/18/players/189709.png,Spain,https://cdn.sofifa.org/flags/45.png,75,75,Girona CF,https://cdn.sofifa.org/24/18/teams/110062.png,€5.5M,€22K,1693
164878,L. Refaelov,31,https://cdn.sofifa.org/48/18/players/164878.png,Israel,https://cdn.sofifa.org/flags/26.png,75,75,Club Brugge KV,https://cdn.sofifa.org/24/18/teams/231.png,€6M,€24K,1795
216335,Y. Gazinskiy,27,https://cdn.sofifa.org/48/18/players/216335.png,Russia,https://cdn.sofifa.org/flags/40.png,75,75,FC Krasnodar,https://cdn.sofifa.org/24/18/teams/112218.png,€5.5M,€35K,1851
160016,J. Epazo,33,https://cdn.sofifa.org/48/18/players/160016.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,Deportes Iquique,https://cdn.sofifa.org/24/18/teams/112531.png,€3.4M,€3K,1100
195088,M. Ninković,32,https://cdn.sofifa.org/48/18/players/195088.png,Serbia,https://cdn.sofifa.org/flags/51.png,75,75,Sydney FC,https://cdn.sofifa.org/24/18/teams/111400.png,€5M,€11K,1922
54033,T. Huddlestone,30,https://cdn.sofifa.org/48/18/players/54033.png,England,https://cdn.sofifa.org/flags/14.png,75,75,Derby County,https://cdn.sofifa.org/24/18/teams/91.png,€6M,€51K,1933
51730,M. Maccarone,37,https://cdn.sofifa.org/48/18/players/51730.png,Italy,https://cdn.sofifa.org/flags/27.png,75,75,Brisbane Roar,https://cdn.sofifa.org/24/18/teams/111395.png,€2.4M,€7K,1815
186130,J. Chester,28,https://cdn.sofifa.org/48/18/players/186130.png,Wales,https://cdn.sofifa.org/flags/50.png,75,76,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,€6M,€34K,1755
193554,D. Sakho,27,https://cdn.sofifa.org/48/18/players/193554.png,Senegal,https://cdn.sofifa.org/flags/136.png,75,76,West Ham United,https://cdn.sofifa.org/24/18/teams/19.png,€8M,€83K,1797
212755,J. Hendrix,22,https://cdn.sofifa.org/48/18/players/212755.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,82,PSV,https://cdn.sofifa.org/24/18/teams/247.png,€8M,€13K,1940
200212,M. Esser,29,https://cdn.sofifa.org/48/18/players/200212.png,Germany,https://cdn.sofifa.org/flags/21.png,75,75,Hannover 96,https://cdn.sofifa.org/24/18/teams/485.png,€4.5M,€28K,1183
187924,C. Grenier,26,https://cdn.sofifa.org/48/18/players/187924.png,France,https://cdn.sofifa.org/flags/18.png,75,78,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,€8M,€52K,1976
212245,Y. Gerhardt,23,https://cdn.sofifa.org/48/18/players/212245.png,Germany,https://cdn.sofifa.org/flags/21.png,75,81,VfL Wolfsburg,https://cdn.sofifa.org/24/18/teams/175.png,€7.5M,€40K,2003
223765,R. Bauer,22,https://cdn.sofifa.org/48/18/players/223765.png,Germany,https://cdn.sofifa.org/flags/21.png,75,79,SV Werder Bremen,https://cdn.sofifa.org/24/18/teams/38.png,€7M,€21K,1895
230165,Simão Donatinho,33,https://cdn.sofifa.org/48/18/players/230165.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Clube Atlético Paranaense,https://cdn.sofifa.org/24/18/teams/1039.png,€3.4M,€12K,1173
203030,R. Knoche,25,https://cdn.sofifa.org/48/18/players/203030.png,Germany,https://cdn.sofifa.org/flags/21.png,75,78,VfL Wolfsburg,https://cdn.sofifa.org/24/18/teams/175.png,€7M,€44K,1623
188182,L. Balogun,29,https://cdn.sofifa.org/48/18/players/188182.png,Nigeria,https://cdn.sofifa.org/flags/133.png,75,76,1. FSV Mainz 05,https://cdn.sofifa.org/24/18/teams/169.png,€6M,€25K,1789
189207,J. Durmaz,28,https://cdn.sofifa.org/48/18/players/189207.png,Sweden,https://cdn.sofifa.org/flags/46.png,75,75,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,€6.5M,€29K,1867
208920,N. Aké,22,https://cdn.sofifa.org/48/18/players/208920.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,85,Bournemouth,https://cdn.sofifa.org/24/18/teams/1943.png,€9.5M,€44K,1892
